PNG,Name,RAh,RAm,RAs,DE-,DEd,DEm,DEs,DRAJ2000,DDECJ2000,PNstat,Catalogue,MajDiam,MinDiam,mainClass,subClass,GALEX_IAUName,GALEX_objID,photoExtractID,GALEX_RA,GALEX_DEC,E_bv,glon,glat,fov_radius,nuv_mag,nuv_magerr,fuv_mag,fuv_magerr,nuv_artifact,fuv_artifact,fuv_weight,nuv_weight,NUV_MAGERR_ISO,NUV_MAG_APER_1,NUV_MAG_APER_2,NUV_MAG_ISO,NUV_MAG_APER_3,NUV_MAG_APER_4,NUV_MAG_APER_5,NUV_MAG_APER_6,NUV_MAG_APER_7,NUV_MAGERR_APER_1,NUV_MAGERR_APER_2,NUV_MAGERR_APER_3,NUV_MAGERR_APER_4,NUV_MAGERR_APER_5,NUV_MAGERR_APER_6,NUV_MAGERR_APER_7,NUV_MAG_AUTO,NUV_MAGERR_AUTO,NUV_KRON_RADIUS,NUV_A_IMAGE,NUV_B_IMAGE,NUV_THETA_IMAGE,NUV_ELLIPTICITY,NUV_FWHM_IMAGE,NUV_CLASS_STAR,FUV_MAG_ISO,FUV_MAGERR_ISO,FUV_MAG_APER_1,FUV_MAG_APER_2,FUV_MAG_APER_3,FUV_MAG_APER_4,FUV_MAG_APER_5,FUV_MAG_APER_6,FUV_MAG_APER_7,FUV_MAGERR_APER_1,FUV_MAGERR_APER_2,FUV_MAGERR_APER_3,FUV_MAGERR_APER_4,FUV_MAGERR_APER_5,FUV_MAGERR_APER_6,FUV_MAGERR_APER_7,FUV_MAG_AUTO,FUV_MAGERR_AUTO,FUV_KRON_RADIUS,FUV_A_IMAGE,FUV_B_IMAGE,FUV_THETA_IMAGE,FUV_ELLIPTICITY,FUV_FWHM_IMAGE,FUV_CLASS_STAR,grankdist,ngrankdist,primggroupid,primgid,FUVavg,NUVavg,FUVavgerr,NUVavgerr,gdistancerank,HASHGALEXdist,NUV_DIFF_45
049.3+88.1,H~4-1,12,59,27.8,,27,38,10.61,194.86575,27.63628,T,1992secg.book.....A,2.7,2.7,E,m;,GALEX~J125927.7+273810,3187917417408890460,3187917417405743104,194.86574,27.63623,0.01,49.30573,88.14741,0.257,16.474,0.016,17.031,0.032,0,0,193.438,162.688,0.016,-1.437,-2.276,-3.64,-3.064,-3.464,-3.57,-3.6,-3.62,0.072,0.039,0.023,0.018,0.017,0.016,0.016,-3.606,0.016,3.5,2.812,2.497,-27.544,0.112,4.122,0.992,-1.796,0.032,-0.038,-0.751,-1.402,-1.718,-1.775,-1.793,-1.796,0.11,0.064,0.042,0.033,0.032,0.032,0.032,-1.789,0.032,3.5,2.153,2.025,-26.174,0.059,3.349,0.984,4,-99,,3191682144383535761,-999.0,-999.0,-999.0,-999.0,-99,0.189,0.006
049.3+88.1,H~4-1,12,59,27.8,,27,38,10.61,194.86575,27.63628,T,1992secg.book.....A,2.7,2.7,E,m;,GALEX~J125927.7+273810,2555724618942913933,2555724618941857792,194.86579,27.63633,0.01,49.30827,88.14735,0.447,16.495,0.007,-888.0,-999.0,1,-999,-999.0,957.125,0.007,-1.473,-2.206,-3.631,-2.995,-3.416,-3.532,-3.565,-3.586,0.027,0.017,0.01,0.008,0.007,0.007,0.007,-3.585,0.007,3.5,3.468,3.014,-39.277,0.131,4.196,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,6,-99,,3191682144383535761,-999.0,-999.0,-999.0,-999.0,-99,0.209,0.016
049.3+88.1,H~4-1,12,59,27.8,,27,38,10.61,194.86575,27.63628,T,1992secg.book.....A,2.7,2.7,E,m;,GALEX~J125927.7+273810,3187917416803868697,3187917416801763328,194.8657,27.63622,0.01,49.30592,88.14745,0.29,-999.0,-999.0,17.036,0.019,0,0,437.125,384.5,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,-1.815,0.019,0.097,-0.688,-1.405,-1.701,-1.764,-1.788,-1.807,0.074,0.041,0.025,0.02,0.02,0.019,0.019,-1.784,0.019,3.5,2.425,2.272,40.021,0.063,3.652,0.987,5,-99,,3191682144383535761,-999.0,-999.0,-999.0,-999.0,-99,0.252,-0.1
049.3+88.1,H~4-1,12,59,27.8,,27,38,10.61,194.86575,27.63628,T,1992secg.book.....A,2.7,2.7,E,m;,GALEX~J125927.8+273810,3187917418245654984,3187917418244603904,194.86582,27.63633,0.01,49.30825,88.14732,0.311,16.452,0.007,-888.0,-999.0,0,-999,-999.0,628.625,0.007,-1.399,-2.197,-3.69,-3.006,-3.434,-3.555,-3.591,-3.611,0.028,0.017,0.01,0.007,0.007,0.007,0.007,-3.628,0.007,3.5,5.986,3.133,79.704,0.477,5.314,0.999,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,8,-99,,3191682144383535761,-999.0,-999.0,-999.0,-999.0,-99,0.286,0.021
049.3+88.1,H~4-1,12,59,27.8,,27,38,10.61,194.86575,27.63628,T,1992secg.book.....A,2.7,2.7,E,m;,GALEX~J125927.7+273810,3187917417274673130,3187917417271525376,194.86574,27.6362,0.01,49.30483,88.14742,0.262,16.477,0.011,17.005,0.025,0,0,302.125,256.188,0.011,-1.434,-2.231,-3.637,-3.039,-3.441,-3.558,-3.592,-3.615,0.047,0.027,0.016,0.012,0.011,0.011,0.011,-3.603,0.011,3.5,2.782,2.704,-40.712,0.028,4.225,0.999,-1.829,0.025,-0.073,-0.782,-1.464,-1.74,-1.8,-1.819,-1.832,0.081,0.051,0.032,0.026,0.025,0.025,0.025,-1.815,0.025,3.5,2.225,2.073,-84.675,0.068,3.407,1.0,7,-99,,3191682144383535761,-999.0,-999.0,-999.0,-999.0,-99,0.297,0.016
049.3+88.1,H~4-1,12,59,27.8,,27,38,10.61,194.86575,27.63628,T,1992secg.book.....A,2.7,2.7,E,m;,GALEX~J125927.8+273810,3187917417777989836,3187917417774841856,194.86583,27.63624,0.01,49.30548,88.14733,0.3,16.425,0.007,16.989,0.015,0,0,561.0,579.5,0.007,-1.475,-2.254,-3.71,-3.051,-3.474,-3.585,-3.62,-3.64,0.028,0.017,0.01,0.007,0.007,0.007,0.007,-3.655,0.007,3.5,4.877,3.415,-18.788,0.3,4.553,0.999,-1.853,0.015,-0.244,-0.896,-1.537,-1.773,-1.82,-1.838,-1.852,0.044,0.029,0.018,0.015,0.015,0.015,0.015,-1.831,0.015,3.5,2.119,2.113,6.953,0.003,3.077,1.0,9,-99,,3191682144383535761,-999.0,-999.0,-999.0,-999.0,-99,0.3,0.012
049.3+88.1,H~4-1,12,59,27.8,,27,38,10.61,194.86575,27.63628,T,1992secg.book.....A,2.7,2.7,E,m;,GALEX~J125927.7+273810,3187917417341781710,3187917417338634240,194.86574,27.63616,0.01,49.3037,88.14744,0.312,16.468,0.01,16.966,0.018,0,256,391.312,367.375,0.01,-1.485,-2.279,-3.649,-3.06,-3.457,-3.562,-3.596,-3.617,0.041,0.023,0.014,0.011,0.01,0.01,0.01,-3.612,0.01,3.5,3.182,2.837,68.294,0.108,4.184,0.995,-1.866,0.018,-0.063,-0.806,-1.503,-1.78,-1.835,-1.857,-1.865,0.064,0.037,0.023,0.019,0.018,0.018,0.018,-1.854,0.018,3.5,2.263,2.012,37.91,0.111,3.451,0.992,12,-99,,3191682144383535761,-999.0,-999.0,-999.0,-999.0,-99,0.439,0.005
049.3+88.1,H~4-1,12,59,27.8,,27,38,10.61,194.86575,27.63628,T,1992secg.book.....A,2.7,2.7,E,m;,GALEX~J125927.7+273810,3187917417308226496,3187917417305079808,194.8657,27.63616,0.01,49.30413,88.14746,0.268,16.467,0.022,17.026,0.05,0,0,92.672,79.562,0.022,-1.396,-2.193,-3.652,-3.025,-3.446,-3.56,-3.593,-3.617,0.099,0.055,0.033,0.025,0.023,0.023,0.023,-3.613,0.022,3.5,3.237,2.752,45.453,0.15,4.595,0.998,-1.826,0.049,-0.034,-0.748,-1.453,-1.725,-1.778,-1.806,-1.819,0.164,0.105,0.064,0.052,0.051,0.05,0.05,-1.794,0.05,3.5,2.193,1.958,-58.586,0.107,3.668,0.986,11,-99,,3191682144383535761,-999.0,-999.0,-999.0,-999.0,-99,0.449,0.014
049.3+88.1,H~4-1,12,59,27.8,,27,38,10.61,194.86575,27.63628,T,1992secg.book.....A,2.7,2.7,E,m;,GALEX~J125927.8+273810,3187917417073346306,3187917417070198784,194.86584,27.63618,0.01,49.30368,88.14734,0.251,16.445,0.015,17.002,0.03,0,0,205.906,186.688,0.015,-1.501,-2.276,-3.683,-3.07,-3.483,-3.592,-3.62,-3.642,0.063,0.037,0.022,0.017,0.015,0.015,0.015,-3.635,0.015,3.5,3.207,2.807,-5.978,0.125,4.215,0.992,-1.835,0.03,-0.211,-0.94,-1.544,-1.759,-1.808,-1.829,-1.834,0.097,0.057,0.036,0.031,0.03,0.03,0.03,-1.818,0.03,3.5,2.061,1.992,-58.39,0.033,3.265,0.991,14,-89,,3187917417073346306,-999.0,-999.0,-999.0,-999.0,-99,0.455,0.009
049.3+88.1,H~4-1,12,59,27.8,,27,38,10.61,194.86575,27.63628,T,1992secg.book.....A,2.7,2.7,E,m;,GALEX~J125927.7+273810,3187917417943664480,3187917417942614016,194.86581,27.63615,0.01,49.30308,88.14738,0.312,16.456,0.008,-888.0,-999.0,0,-999,-999.0,495.75,0.008,-1.353,-2.179,-3.675,-2.983,-3.431,-3.563,-3.597,-3.619,0.037,0.021,0.012,0.009,0.008,0.008,0.008,-3.624,0.008,3.5,3.748,3.359,-73.5,0.104,4.553,0.999,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,15,-99,,3191682144383535761,-999.0,-999.0,-999.0,-999.0,-99,0.485,0.032
049.3+88.1,H~4-1,12,59,27.8,,27,38,10.61,194.86575,27.63628,T,1992secg.book.....A,2.7,2.7,E,m;,GALEX~J125927.7+273810,6374891545512903120,6374891545509756928,194.8656,27.63628,0.01,49.30835,88.14752,0.539,16.508,0.02,17.034,0.043,1,0,131.562,115.078,0.02,-1.173,-1.978,-3.612,-2.818,-3.307,-3.502,-3.554,-3.576,0.096,0.055,0.032,0.023,0.02,0.02,0.02,-3.572,0.02,3.5,3.252,2.882,-3.957,0.114,4.739,0.957,-1.797,0.043,0.177,-0.585,-1.353,-1.698,-1.768,-1.791,-1.8,0.159,0.097,0.058,0.046,0.044,0.043,0.043,-1.786,0.043,3.5,2.269,2.038,27.107,0.102,3.78,0.984,10,-99,,3191682144383535761,-999.0,-999.0,-999.0,-999.0,-99,0.488,0.095
049.3+88.1,H~4-1,12,59,27.8,,27,38,10.61,194.86575,27.63628,T,1992secg.book.....A,2.7,2.7,E,m;,GALEX~J125927.8+273810,3187917417206521317,3187917417204416512,194.86589,27.63621,0.01,49.30419,88.14729,0.273,-999.0,-999.0,17.017,0.02,0,256,392.438,330.688,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,-1.831,0.02,0.094,-0.694,-1.421,-1.714,-1.778,-1.802,-1.815,0.077,0.044,0.026,0.022,0.021,0.02,0.02,-1.803,0.02,3.5,2.587,2.178,29.888,0.158,3.693,0.997,17,-99,,3191682144383535761,-999.0,-999.0,-999.0,-999.0,-99,0.506,-0.1
049.3+88.1,H~4-1,12,59,27.8,,27,38,10.61,194.86575,27.63628,T,1992secg.book.....A,2.7,2.7,E,m;,GALEX~J125927.7+273810,3187917418044326622,3187917418043277312,194.86567,27.63615,0.01,49.30396,88.14749,0.26,16.466,0.04,-888.0,-999.0,0,-999,-999.0,28.156,0.039,-1.41,-2.232,-3.649,-3.066,-3.482,-3.585,-3.61,-3.64,0.178,0.099,0.058,0.043,0.041,0.04,0.04,-3.614,0.04,3.5,2.612,2.469,-17.875,0.055,4.689,0.983,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,13,-99,,3191682144383535761,-999.0,-999.0,-999.0,-999.0,-99,0.521,0.003
049.3+88.1,H~4-1,12,59,27.8,,27,38,10.61,194.86575,27.63628,T,1992secg.book.....A,2.7,2.7,E,m;,GALEX~J125927.8+273810,3187917416837422404,3187917416835317760,194.86591,27.63627,0.01,49.3058,88.14725,0.269,-999.0,-999.0,16.992,0.021,0,0,337.75,290.125,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,-1.847,0.021,-0.148,-0.871,-1.501,-1.773,-1.817,-1.831,-1.848,0.067,0.04,0.026,0.022,0.021,0.021,0.021,-1.828,0.021,3.5,2.18,2.012,33.682,0.077,3.342,0.998,18,-99,,3191682144383535761,-999.0,-999.0,-999.0,-999.0,-99,0.521,-0.1
049.3+88.1,H~4-1,12,59,27.8,,27,38,10.61,194.86575,27.63628,T,1992secg.book.....A,2.7,2.7,E,m;,GALEX~J125927.7+273810,3187917417910108852,3187917417909059584,194.86578,27.63614,0.01,49.30271,88.1474,0.263,16.399,0.034,-888.0,-999.0,0,-999,-999.0,36.039,0.033,-1.627,-2.405,-3.726,-3.178,-3.573,-3.67,-3.681,-3.705,0.136,0.079,0.047,0.036,0.034,0.034,0.034,-3.681,0.034,3.5,2.516,2.19,-67.268,0.13,4.189,0.99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,16,-99,,3191682144383535761,-999.0,-999.0,-999.0,-999.0,-99,0.525,-0.004
049.3+88.1,H~4-1,12,59,27.8,,27,38,10.61,194.86575,27.63628,T,1992secg.book.....A,2.7,2.7,E,m;,GALEX~J125927.8+273810,3187917417710880931,3187917417707732992,194.86592,27.63634,0.01,49.30789,88.14723,0.299,16.469,0.007,17.014,0.016,0,0,618.125,532.125,0.007,-1.511,-2.233,-3.657,-3.031,-3.447,-3.562,-3.594,-3.613,0.026,0.017,0.01,0.007,0.007,0.007,0.007,-3.611,0.007,3.5,3.404,3.059,-40.932,0.101,4.154,0.999,-1.829,0.016,-0.179,-0.834,-1.487,-1.739,-1.792,-1.81,-1.823,0.048,0.032,0.02,0.017,0.016,0.016,0.016,-1.806,0.016,3.5,2.381,2.076,43.577,0.128,3.209,0.994,19,-99,,3191682144383535761,-999.0,-999.0,-999.0,-999.0,-99,0.58,0.014
049.3+88.1,H~4-1,12,59,27.8,,27,38,10.61,194.86575,27.63628,T,1992secg.book.....A,2.7,2.7,E,m;,GALEX~J125927.8+273810,3187917417375336720,3187917417372188672,194.86589,27.63615,0.01,49.3024,88.1473,0.269,16.452,0.01,17.037,0.02,0,0,371.5,356.375,0.01,-1.53,-2.299,-3.673,-3.065,-3.471,-3.574,-3.606,-3.627,0.038,0.023,0.014,0.011,0.01,0.01,0.01,-3.628,0.01,3.5,3.792,2.918,-59.806,0.231,4.232,0.99,-1.808,0.02,-0.186,-0.899,-1.501,-1.727,-1.774,-1.789,-1.802,0.064,0.038,0.025,0.021,0.02,0.02,0.02,-1.783,0.02,3.5,2.243,1.959,14.352,0.127,3.126,0.998,21,-99,,3191682144383535761,-999.0,-999.0,-999.0,-999.0,-99,0.64,0.003
049.3+88.1,H~4-1,12,59,27.8,,27,38,10.61,194.86575,27.63628,T,1992secg.book.....A,2.7,2.7,E,m;,GALEX~J125927.7+273811,6480717247246505894,6480717247244402688,194.86575,27.63647,0.01,49.31283,88.14734,0.585,-999.0,-999.0,16.932,0.038,1,0,143.469,140.156,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,-1.893,0.038,-0.084,-0.814,-1.533,-1.803,-1.879,-1.892,-1.91,0.129,0.081,0.049,0.04,0.038,0.038,0.038,-1.888,0.038,3.5,2.114,2.007,-81.78,0.051,3.642,0.999,20,-99,,3191682144383535761,-999.0,-999.0,-999.0,-999.0,-99,0.675,-0.1
049.3+88.1,H~4-1,12,59,27.8,,27,38,10.61,194.86575,27.63628,T,1992secg.book.....A,2.7,2.7,E,m;,GALEX~J125927.7+273809,3187917417509554666,3187917417506406400,194.8658,27.63609,0.01,49.30128,88.14739,0.299,16.438,0.008,16.996,0.017,0,0,543.75,505.812,0.008,-1.486,-2.251,-3.681,-3.047,-3.478,-3.591,-3.628,-3.647,0.032,0.02,0.012,0.009,0.008,0.008,0.008,-3.642,0.008,3.5,3.364,2.815,-64.887,0.163,4.317,0.998,-1.85,0.016,-0.129,-0.874,-1.508,-1.763,-1.813,-1.827,-1.843,0.056,0.032,0.021,0.017,0.017,0.017,0.016,-1.824,0.017,3.5,2.254,2.065,62.068,0.084,3.154,0.999,22,-99,,3191682144383535761,-999.0,-999.0,-999.0,-999.0,-99,0.692,0.013
049.3+88.1,H~4-1,12,59,27.8,,27,38,10.61,194.86575,27.63628,T,1992secg.book.....A,2.7,2.7,E,m;,GALEX~J125927.7+273809,6374891550881612689,6374891550878466048,194.86569,27.63608,0.01,49.3018,88.1475,0.598,16.436,0.025,17.057,0.062,33,32,58.531,66.812,1.48066195734528E14,-0.998,-1.845,-3.669,-2.735,-3.276,-3.532,-3.623,-3.653,0.136,0.076,0.043,0.031,0.027,0.025,0.025,-3.644,0.025,3.5,3.471,2.673,-72.132,0.23,5.815,0.869,-1.789,4.17963702222848E14,0.16,-0.702,-1.372,-1.665,-1.735,-1.767,-1.787,0.245,0.128,0.081,0.066,0.063,0.062,0.062,-1.763,0.062,3.5,2.422,2.075,-39.871,0.143,4.134,0.989,23,-99,,3191682144383535761,-999.0,-999.0,-999.0,-999.0,-99,0.738,0.156
049.3+88.1,H~4-1,12,59,27.8,,27,38,10.61,194.86575,27.63628,T,1992secg.book.....A,2.7,2.7,E,m;,GALEX~J125927.8+273811,3187917417543108865,3187917417539960832,194.86582,27.63648,0.01,49.31252,88.14728,0.285,16.457,0.009,17.007,0.019,0,0,446.125,361.562,0.009,-1.565,-2.329,-3.661,-3.082,-3.474,-3.578,-3.606,-3.63,0.036,0.022,0.013,0.01,0.01,0.009,0.009,-3.623,0.009,3.5,3.072,2.897,-18.546,0.057,3.877,0.998,-1.877,0.019,-0.009,-0.77,-1.436,-1.715,-1.781,-1.806,-1.828,0.066,0.04,0.025,0.02,0.02,0.019,0.019,-1.813,0.019,3.5,3.005,2.574,-14.106,0.143,3.491,0.998,25,-99,,3191682144383535761,-999.0,-999.0,-999.0,-999.0,-99,0.738,0.003
049.3+88.1,H~4-1,12,59,27.8,,27,38,10.61,194.86575,27.63628,T,1992secg.book.....A,2.7,2.7,E,m;,GALEX~J125927.8+273810,3187917417576663526,3187917417573515264,194.86599,27.63634,0.01,49.30725,88.14717,0.3,16.463,0.006,17.016,0.011,0,256,863.125,707.625,0.006,-1.479,-2.25,-3.668,-3.042,-3.45,-3.565,-3.596,-3.615,0.024,0.015,0.009,0.007,0.006,0.006,0.006,-3.617,0.006,3.5,3.828,3.058,-56.5,0.201,4.056,0.995,-1.84,0.011,-0.202,-0.87,-1.497,-1.736,-1.788,-1.81,-1.824,0.034,0.022,0.014,0.012,0.011,0.011,0.011,-1.804,0.011,3.5,2.396,2.161,-12.333,0.098,3.045,0.999,27,-99,,3191682144383535761,-999.0,-999.0,-999.0,-999.0,-99,0.779,0.015
049.3+88.1,H~4-1,12,59,27.8,,27,38,10.61,194.86575,27.63628,T,1992secg.book.....A,2.7,2.7,E,m;,GALEX~J125927.7+273809,3187917417784281361,3187917417783230464,194.86562,27.6361,0.01,49.30267,88.14755,0.304,16.448,0.006,-888.0,-999.0,8,-999,-999.0,728.25,0.007,-1.407,-2.18,-3.669,-3.014,-3.458,-3.581,-3.615,-3.636,0.027,0.017,0.01,0.007,0.007,0.006,0.006,-3.632,0.006,3.5,3.219,2.959,-29.728,0.081,4.393,0.999,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,24,-99,,3191682144383535761,-999.0,-999.0,-999.0,-999.0,-99,0.783,0.023
049.3+88.1,H~4-1,12,59,27.8,,27,38,10.61,194.86575,27.63628,T,1992secg.book.....A,2.7,2.7,E,m;,GALEX~J125927.8+273810,3187917417643772093,3187917417640624128,194.86597,27.63616,0.01,49.30194,88.14724,0.308,16.46,0.007,17.024,0.018,0,0,573.375,514.5,0.007,-1.26,-2.031,-3.681,-2.9,-3.402,-3.547,-3.582,-3.603,0.031,0.019,0.011,0.008,0.007,0.007,0.007,-3.62,0.007,3.5,6.04,3.337,80.485,0.448,5.877,1.0,-1.832,0.017,-0.202,-0.892,-1.497,-1.735,-1.785,-1.801,-1.819,0.055,0.033,0.022,0.018,0.018,0.018,0.018,-1.796,0.018,3.5,2.352,2.094,64.921,0.11,2.967,0.985,28,-99,,3191682144383535761,-999.0,-999.0,-999.0,-999.0,-99,0.82,0.045
049.3+88.1,H~4-1,12,59,27.8,,27,38,10.61,194.86575,27.63628,T,1992secg.book.....A,2.7,2.7,E,m;,GALEX~J125927.8+273810,3187917417106900050,3187917417103753216,194.86601,27.63633,0.01,49.30694,88.14716,0.251,16.506,0.022,17.024,0.043,0,0,105.672,95.016,0.022,-1.531,-2.247,-3.611,-3.037,-3.447,-3.545,-3.573,-3.589,0.081,0.053,0.031,0.023,0.022,0.022,0.022,-3.574,0.022,3.5,2.729,2.336,58.991,0.144,4.063,0.997,-1.82,0.043,-0.31,-0.982,-1.532,-1.742,-1.785,-1.807,-1.818,0.13,0.078,0.052,0.045,0.044,0.043,0.043,-1.796,0.043,3.5,2.162,1.842,31.815,0.148,2.833,0.999,29,-99,,3191682144383535761,-999.0,-999.0,-999.0,-999.0,-99,0.849,-0.003
049.3+88.1,H~4-1,12,59,27.8,,27,38,10.61,194.86575,27.63628,T,1992secg.book.....A,2.7,2.7,E,m;,GALEX~J125927.8+273810,3187917417140454827,3187917417137307648,194.86602,27.63627,0.01,49.30506,88.14716,0.285,16.441,0.015,17.005,0.031,0,0,180.344,172.031,0.015,-1.519,-2.278,-3.691,-3.065,-3.481,-3.591,-3.623,-3.644,0.064,0.037,0.022,0.017,0.016,0.015,0.015,-3.639,0.015,3.5,3.024,2.924,1.003,0.033,4.098,0.983,-1.828,0.031,-0.167,-0.912,-1.536,-1.765,-1.807,-1.827,-1.838,0.103,0.06,0.038,0.033,0.032,0.031,0.031,-1.815,0.031,3.5,2.059,1.965,21.608,0.046,3.214,0.996,30,-99,,3191682144383535761,-999.0,-999.0,-999.0,-999.0,-99,0.865,0.01
049.3+88.1,H~4-1,12,59,27.8,,27,38,10.61,194.86575,27.63628,T,1992secg.book.....A,2.7,2.7,E,m;,GALEX~J125927.8+273810,3191682144414992069,3191682144413941760,194.866,27.63617,0.01,49.30199,88.14721,0.274,16.441,0.01,-888.0,-999.0,0,-999,-999.0,327.5,0.01,-1.502,-2.259,-3.676,-3.05,-3.474,-3.591,-3.627,-3.647,0.041,0.024,0.014,0.011,0.01,0.01,0.01,-3.639,0.01,3.5,2.977,2.843,-85.051,0.045,4.212,0.996,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,31,-99,,3191682144383535761,-999.0,-999.0,-999.0,-999.0,-99,0.89,0.017
049.3+88.1,H~4-1,12,59,27.8,,27,38,10.61,194.86575,27.63628,T,1992secg.book.....A,2.7,2.7,E,m;,GALEX~J125927.7+273810,3187917416603584975,3187917416600436736,194.8655,27.63616,0.01,49.30542,88.14764,0.306,16.445,0.006,17.008,0.012,8,0,864.25,746.0,0.006,-1.519,-2.27,-3.674,-3.066,-3.474,-3.582,-3.617,-3.639,0.025,0.015,0.009,0.007,0.006,0.006,0.006,-3.635,0.006,3.5,3.222,2.968,-25.794,0.079,4.102,1.0,-1.838,0.012,0.003,-0.728,-1.442,-1.732,-1.796,-1.816,-1.832,0.043,0.026,0.015,0.013,0.012,0.012,0.012,-1.812,0.012,3.5,2.338,2.273,-14.299,0.028,3.47,0.997,26,-99,,3191682144383535761,-999.0,-999.0,-999.0,-999.0,-99,0.899,0.008
049.3+88.1,H~4-1,12,59,27.8,,27,38,10.61,194.86575,27.63628,T,1992secg.book.....A,2.7,2.7,E,m;,GALEX~J125927.8+273810,3191682144383535761,3191682144380387328,194.86602,27.63637,0.01,49.30783,88.14714,0.242,16.468,0.006,17.022,0.01,128,256,905.75,713.5,0.006,-1.454,-2.229,-3.661,-3.014,-3.434,-3.556,-3.59,-3.61,0.026,0.015,0.009,0.007,0.006,0.006,0.006,-3.612,0.006,3.5,3.648,3.278,-65.173,0.101,4.208,0.999,-1.833,0.01,-0.148,-0.863,-1.497,-1.73,-1.784,-1.801,-1.817,0.031,0.019,0.012,0.01,0.01,0.01,0.01,-1.798,0.01,3.5,2.372,2.231,-1.521,0.06,3.092,0.991,1,49,3191682144383535761+2555724618976465419+3187917417441403097+3187917417408890460+3187917416803868697+2555724618942913933+3187917417274673130+3187917418245654984+3187917417777989836+6374891545512903120+3187917417308226496+3187917417341781710+3187917418044326622+3187917417073346306+3187917417943664480+3187917417910108852+3187917417206521317+3187917416837422404+3187917417710880931+6480717247246505894+3187917417375336720+3187917417509554666+6374891550881612689+3187917417784281361+3187917417543108865+3187917416603584975+3187917417576663526+3187917417643772093+3187917417106900050+3187917417140454827+3191682144414992069+3187917418086271466+3187917417039792016+3187917416872019685+3187917416670693094+3187917417610217596+3187917417475999727+2555724618911457222+3187917416939127752+3187917417677326848+3187917417174010380+3187917418077881075+3187917417744435590+3187917418212100013+3187917416972682987+3187917416704248173+3187917416771357460+3187917417006237899+3187917416637139505,3191682144383535761,17.011,16.454,0.026,0.024,1,0.912,0.022
