PNG,Name,RAh,RAm,RAs,DE-,DEd,DEm,DEs,DRAJ2000,DDECJ2000,PNstat,Catalogue,MajDiam,MinDiam,mainClass,subClass,GALEX_IAUName,GALEX_objID,photoExtractID,GALEX_RA,GALEX_DEC,E_bv,glon,glat,fov_radius,nuv_mag,nuv_magerr,fuv_mag,fuv_magerr,nuv_artifact,fuv_artifact,fuv_weight,nuv_weight,NUV_MAGERR_ISO,NUV_MAG_APER_1,NUV_MAG_APER_2,NUV_MAG_ISO,NUV_MAG_APER_3,NUV_MAG_APER_4,NUV_MAG_APER_5,NUV_MAG_APER_6,NUV_MAG_APER_7,NUV_MAGERR_APER_1,NUV_MAGERR_APER_2,NUV_MAGERR_APER_3,NUV_MAGERR_APER_4,NUV_MAGERR_APER_5,NUV_MAGERR_APER_6,NUV_MAGERR_APER_7,NUV_MAG_AUTO,NUV_MAGERR_AUTO,NUV_KRON_RADIUS,NUV_A_IMAGE,NUV_B_IMAGE,NUV_THETA_IMAGE,NUV_ELLIPTICITY,NUV_FWHM_IMAGE,NUV_CLASS_STAR,FUV_MAG_ISO,FUV_MAGERR_ISO,FUV_MAG_APER_1,FUV_MAG_APER_2,FUV_MAG_APER_3,FUV_MAG_APER_4,FUV_MAG_APER_5,FUV_MAG_APER_6,FUV_MAG_APER_7,FUV_MAGERR_APER_1,FUV_MAGERR_APER_2,FUV_MAGERR_APER_3,FUV_MAGERR_APER_4,FUV_MAGERR_APER_5,FUV_MAGERR_APER_6,FUV_MAGERR_APER_7,FUV_MAG_AUTO,FUV_MAGERR_AUTO,FUV_KRON_RADIUS,FUV_A_IMAGE,FUV_B_IMAGE,FUV_THETA_IMAGE,FUV_ELLIPTICITY,FUV_FWHM_IMAGE,FUV_CLASS_STAR,grankdist,ngrankdist,primggroupid,primgid,FUVavg,NUVavg,FUVavgerr,NUVavgerr,gdistancerank,HASHGALEXdist,NUV_DIFF_45
143.5+38.7,WPS~46,9,27,51.1,,69,14,21.01,141.96292,69.23917,P,2005AJ....129..927R,2300.0,-999.0,,,GALEX~J092751.4+691418,6373519288495509067,6373519288493408256,141.96436,69.23834,0.201,143.57275,38.70886,0.423,-999.0,-999.0,11.872,0.005,0,0,80.5,94.141,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,-7.006,0.005,-4.855,-5.582,-6.323,-6.721,-6.849,-6.884,-6.904,0.018,0.012,0.007,0.005,0.005,0.005,0.005,-6.948,0.005,3.5,7.232,6.412,13.057,0.113,3.855,0.998,0,1,6373519288495509067,6373519288495509067,11.872,-999.0,0.005,-999.0,2,3.51,-0.1
144.1+06.1,NGC~1501,4,6,59.4,,60,55,14.2,61.7475,60.92061,T,1992secg.book.....A,57.0,50.0,E,m;s;,GALEX~J040659.4+605514,6372745214023436711,6372745214020288512,61.74754,60.9208,0.763,144.56039,6.55122,0.363,16.209,0.023,16.243,0.037,0,0,79.562,75.641,0.022,-1.449,-2.173,-3.899,-2.896,-3.186,-3.3,-3.387,-3.513,0.1,0.06,0.036,0.03,0.028,0.027,0.026,-3.871,0.023,3.5,6.652,6.1,-51.427,0.083,3.776,0.95,-2.612,0.036,-0.747,-1.499,-2.028,-2.189,-2.23,-2.293,-2.364,0.127,0.071,0.048,0.043,0.042,0.041,0.04,-2.577,0.037,3.5,5.416,4.528,-41.027,0.164,3.283,0.841,2,-99,,6372745213989882296,-999.0,-999.0,-999.0,-999.0,-99,0.673,0.014
144.1+06.1,NGC~1501,4,6,59.4,,60,55,14.2,61.7475,60.92061,T,1992secg.book.....A,57.0,50.0,E,m;s;,GALEX~J040659.5+605515,6372745213989882296,6372745213986734080,61.74795,60.92087,0.763,144.56049,6.55141,0.347,16.129,0.021,16.239,0.03,17,0,111.328,84.969,0.02,-1.414,-2.193,-4.017,-2.893,-3.223,-3.342,-3.431,-3.578,0.098,0.052,0.034,0.027,0.026,0.025,0.024,-3.951,0.021,3.5,7.075,6.304,-46.549,0.109,4.277,0.913,-2.635,0.029,-0.928,-1.569,-2.103,-2.272,-2.333,-2.389,-2.465,0.09,0.058,0.039,0.035,0.034,0.033,0.032,-2.581,0.03,3.5,5.008,3.847,-51.374,0.232,2.789,0.835,1,2,6372745213989882296+6372745214023436711,6372745213989882296,16.241,16.169,0.002,0.04,0,1.211,0.019
144.3-15.5,Abell~4,2,45,23.7,,42,33,4.93,41.34861,42.55137,T,1992secg.book.....A,20.0,20.0,R,r;,GALEX~J024523.5+423304,6372991530364309852,6372991530361159680,41.34825,42.55119,0.096,144.32195,-15.53824,0.598,17.279,0.037,17.205,0.057,33,288,90.625,80.969,4.17460150861824E14,0.789,-0.068,-2.763,-1.042,-1.772,-2.214,-2.577,-2.765,0.296,0.162,0.089,0.06,0.047,0.04,0.037,-2.801,0.037,3.5,4.73,3.99,20.746,0.156,10.926,0.029,-1.585,1.06981582123827E15,1.203,0.459,-0.286,-0.796,-1.194,-1.473,-1.59,0.321,0.189,0.114,0.088,0.072,0.062,0.059,-1.615,0.057,3.5,3.857,3.352,50.444,0.131,11.213,0.021,2,-99,,6372991518553146346,-999.0,-999.0,-999.0,-999.0,-99,1.152,0.343
144.3-15.5,Abell~4,2,45,23.7,,42,33,4.93,41.34861,42.55137,T,1992secg.book.....A,20.0,20.0,R,r;,GALEX~J024523.6+423303,6372991518553146346,6372991518549999616,41.34856,42.55104,0.096,144.32222,-15.53827,0.503,17.204,0.035,17.257,0.059,1,0,79.031,85.047,0.033,0.558,-0.295,-2.873,-1.106,-1.703,-2.247,-2.65,-2.82,0.246,0.136,0.083,0.059,0.045,0.037,0.034,-2.876,0.035,3.5,4.961,4.249,19.847,0.143,13.71,0.029,-1.557,0.058,1.004,0.292,-0.453,-0.931,-1.195,-1.469,-1.554,0.267,0.18,0.108,0.08,0.071,0.061,0.059,-1.563,0.059,3.5,3.785,3.154,80.58,0.167,8.852,0.023,1,2,6372991518553146346+6372991530364309852,6372991518553146346,17.231,17.241,0.026,0.038,0,1.206,0.444
144.8+65.8,LTNF~1,11,57,44.8,,48,56,18.38,179.43681,48.93844,T,2001A&A...378..843K,230.0,215.0,B,a;s;,GALEX~J115744.8+485617,6374504459437867889,6374504459434721280,179.4367,48.93823,0.029,144.8109,65.84645,0.416,14.63,0.009,14.082,0.013,0,0,82.875,99.344,0.009,-3.382,-4.109,-5.507,-4.874,-5.261,-5.368,-5.406,-5.429,0.033,0.021,0.013,0.01,0.009,0.009,0.009,-5.45,0.009,3.5,4.344,4.081,34.997,0.061,4.143,0.934,-4.79,0.013,-3.148,-3.863,-4.441,-4.654,-4.705,-4.725,-4.74,0.041,0.024,0.016,0.014,0.013,0.013,0.013,-4.738,0.013,3.5,3.145,2.969,24.812,0.056,3.006,0.996,1,2,6374504459437867889+3859551895371649029,6374504459437867889,14.082,14.689,0.013,0.059,0,0.807,0.008
144.8+65.8,LTNF~1,11,57,44.8,,48,56,18.38,179.43681,48.93844,T,2001A&A...378..843K,230.0,215.0,B,a;s;,GALEX~J115744.7+485619,3859551895371649029,3859551895370596352,179.43645,48.93868,0.029,144.81068,65.84598,0.421,14.748,0.003,-888.0,-999.0,0,-999,-999.0,1269.0,0.003,-3.06,-3.832,-5.386,-4.647,-5.086,-5.22,-5.271,-5.301,0.012,0.007,0.004,0.003,0.003,0.003,0.003,-5.332,0.003,3.5,5.044,4.746,76.312,0.059,4.603,0.995,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,2,-99,,6374504459437867889,-999.0,-999.0,-999.0,-999.0,-99,1.204,0.034
145.4+05.7,Dr~26,4,6,49.6,+,59,43,46.08,61.70667,59.72947,T,FrenchAmateurs,180.0,-999.0,E,a;m;,GALEX~J040649.6+594346,6372745221538582182,6372745221536481280,61.70673,59.72947,0.694,145.35312,5.65771,0.355,-999.0,-999.0,18.883,0.134,0,0,75.734,72.312,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.05,0.129,1.507,0.883,0.323,0.105,0.062,0.074,-0.018,0.343,0.229,0.155,0.134,0.136,0.145,0.151,0.063,0.134,3.5,1.775,1.607,21.474,0.094,3.81,0.984,2,-99,,6372745221505027898,-999.0,-999.0,-999.0,-999.0,-99,0.114,-0.1
145.4+05.7,Dr~26,4,6,49.6,+,59,43,46.08,61.70667,59.72947,T,FrenchAmateurs,180.0,-999.0,E,a;m;,GALEX~J040649.6+594345,6372745221505027898,6372745221502926848,61.70665,59.72934,0.694,145.35318,5.65758,0.314,-999.0,-999.0,18.89,0.117,0,0,86.625,80.453,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.027,0.11,1.735,1.049,0.423,0.195,0.156,-0.004,-0.043,0.325,0.225,0.137,0.12,0.125,0.118,0.126,0.07,0.117,3.5,2.052,1.937,-48.458,0.056,9.47,0.983,1,2,6372745221505027898+6372745221538582182,6372745221505027898,18.886,-999.0,0.003,-999.0,0,0.48,-0.1
146.1-08.1,Fr~2-23,3,14,46.0,,48,12,6.01,48.69146,48.20167,L,DFrew,1650.0,1550.0,E,a;s;,GALEX~J031445.9+481207,6372850820824695259,6372850820823646208,48.69154,48.20214,0.556,146.14282,-8.10435,0.523,14.196,0.008,-999.0,-999.0,17,0,90.797,88.266,0.008,-2.975,-3.765,-5.941,-4.699,-5.349,-5.655,-5.762,-5.815,0.045,0.029,0.016,0.011,0.009,0.008,0.008,-5.884,0.008,3.5,5.762,4.821,-86.926,0.163,8.3,0.436,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6372850820824695259,6372850820824695259,-999.0,14.196,-999.0,0.008,1,1.706,0.206
146.1-08.1,Fr~2-23,3,14,46.0,,48,12,6.01,48.69146,48.20167,L,DFrew,1650.0,1550.0,E,a;s;,GALEX~J031445.8+481205,6372850820825746987,6372850820823646208,48.69083,48.20145,0.556,146.14278,-8.10518,0.523,-999.0,-999.0,12.864,0.006,17,0,91.219,88.125,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,-6.008,0.006,-4.102,-4.849,-5.522,-5.821,-5.901,-5.929,-5.946,0.022,0.013,0.008,0.007,0.006,0.006,0.006,-5.956,0.006,3.5,4.252,3.523,-54.991,0.171,3.365,0.998,2,-99,,6372850820793237944,-999.0,-999.0,-999.0,-999.0,-99,1.712,-0.1
146.1-08.1,Fr~2-23,3,14,46.0,,48,12,6.01,48.69146,48.20167,L,DFrew,1650.0,1550.0,E,a;s;,GALEX~J031445.9+481203,6372850820793237944,6372850820790091776,48.69139,48.20109,0.556,146.1433,-8.10529,0.522,13.857,0.007,13.634,0.01,17,0,99.703,79.547,0.007,-3.518,-4.319,-6.281,-5.204,-5.776,-6.027,-6.13,-6.181,0.037,0.022,0.013,0.009,0.008,0.007,0.007,-6.223,0.007,3.5,5.209,4.661,-89.737,0.105,5.624,0.526,-5.257,0.01,-2.985,-3.777,-4.517,-4.924,-5.057,-5.106,-5.141,0.044,0.025,0.015,0.012,0.011,0.011,0.01,-5.186,0.01,3.5,5.264,4.352,-40.143,0.173,4.029,0.872,1,2,6372850820793237944+6372850820825746987,6372850820793237944,13.249,13.857,0.385,0.007,2,2.096,0.152
146.7+07.6,M~4-18,4,25,50.8,,60,7,12.72,66.4618,60.1202,T,1992secg.book.....A,3.7,3.5,E,p;r;s;,GALEX~J042550.7+600713,6372780456341932045,6372780456340881408,66.46156,60.12042,0.605,146.79469,7.60135,0.236,15.744,0.02,-888.0,-999.0,0,-999,-999.0,57.883,0.019,-2.377,-3.06,-4.402,-3.823,-4.192,-4.294,-4.334,-4.353,0.071,0.047,0.028,0.021,0.02,0.02,0.02,-4.336,0.02,3.5,2.671,2.324,-73.451,0.13,3.818,0.994,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6372780456341932045,6372780456341932045,-999.0,15.744,-999.0,0.02,0,0.898,0.002
147.1-09.0,HaWe~3,3,16,34.0,,46,53,37.39,49.14183,46.89372,T,1992secg.book.....A,38.0,36.0,E,a;r;s;,GALEX~J031634.2+465339,6372850841192237938,6372850841191186432,49.14276,46.89439,0.38,147.10472,-9.05214,0.278,20.223,0.282,-888.0,-999.0,0,-999,-999.0,69.234,0.184,3.006,2.145,0.425,1.631,1.291,0.66,0.483,0.316,0.893,0.495,0.372,0.375,0.289,0.312,0.348,0.143,0.282,5.408,3.601,1.189,-30.931,0.67,12.402,0.938,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6372850841192237938,6372850841192237938,-999.0,20.223,-999.0,0.282,0,3.307,0.531
147.2+08.3,Kn~33,4,32,38.1,,60,20,12.12,68.15879,60.3367,T,2010PASA...27..156J,17.0,16.0,R,a;s;,GALEX~J043238.0+602012,6372780452049061124,6372780452045914112,68.15852,60.33675,0.664,147.21539,8.365,0.153,20.428,0.227,20.374,0.228,0,0,100.516,78.078,0.155,2.628,1.881,0.149,1.307,0.755,0.413,0.329,0.305,0.648,0.38,0.275,0.228,0.206,0.241,0.29,0.348,0.227,3.5,3.098,1.73,61.929,0.442,13.882,0.858,1.622,0.208,3.373,2.582,1.754,1.604,1.559,1.35,1.487,0.679,0.431,0.226,0.223,0.236,0.229,0.298,1.554,0.228,4.28,1.646,1.337,61.3,0.188,7.976,0.983,2,-99,,6372780452082615609,-999.0,-999.0,-999.0,-999.0,-99,0.509,0.242
147.2+08.3,Kn~33,4,32,38.1,,60,20,12.12,68.15879,60.3367,T,2010PASA...27..156J,17.0,16.0,R,a;s;,GALEX~J043238.2+602013,6372780452082615609,6372780452079468544,68.15931,60.33718,0.664,147.21533,8.36558,0.124,20.383,0.235,19.723,0.221,0,0,93.453,74.766,0.182,2.329,1.825,0.445,1.163,0.683,0.439,0.322,0.21,0.492,0.375,0.269,0.22,0.219,0.247,0.279,0.303,0.235,4.378,2.395,1.613,-68.041,0.326,10.472,0.846,1.053,0.196,3.906,3.248,2.258,1.301,1.068,0.971,0.87,0.948,0.694,0.436,0.243,0.21,0.222,0.235,0.903,0.221,4.923,2.49,1.728,-62.852,0.306,11.45,0.576,1,2,6372780452082615609+6372780452049061124,6372780452082615609,20.048,20.405,0.325,0.022,0,1.961,0.144
147.4-02.3,M~1-4,3,41,43.4,,52,17,0.28,55.43095,52.28341,T,1992secg.book.....A,4.2,4.2,E,m;r;s;,GALEX~J034143.5+521700,6372885980500723715,6372885980499673088,55.43136,52.2834,1.437,147.40079,-2.30666,0.292,21.3,0.303,-999.0,-999.0,0,0,105.312,81.453,0.311,2.749,2.128,1.622,1.966,1.376,1.341,1.746,1.381,0.642,0.384,0.441,0.345,0.431,0.816,0.759,1.22,0.303,3.5,1.264,1.233,48.277,0.024,7.464,0.85,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,2,-99,,6372885980536375365,-999.0,-999.0,-999.0,-999.0,-99,0.897,-0.065
147.4-02.3,M~1-4,3,41,43.4,,52,17,0.28,55.43095,52.28341,T,1992secg.book.....A,4.2,4.2,E,m;r;s;,GALEX~J034143.3+521659,6372885980536375365,6372885980533227520,55.43062,52.28325,1.437,147.40053,-2.30705,0.285,21.676,0.38,20.986,0.431,0,0,91.953,82.656,0.235,2.969,2.258,1.267,1.521,1.472,2.276,2.177,1.654,0.692,0.455,0.3,0.353,0.948,1.177,0.961,1.596,0.38,3.5,1.523,0.928,55.267,0.391,7.102,0.958,2.061,0.304,3.181,2.637,2.292,2.018,2.073,1.64,1.701,0.683,0.414,0.386,0.344,0.433,0.395,0.481,2.166,0.431,4.924,1.368,1.02,83.453,0.255,7.057,0.981,1,2,6372885980536375365+6372885980500723715,6372885980536375365,20.986,21.488,0.431,0.188,0,0.935,-0.904
147.8+04.1,M~2-2,4,13,15.0,,56,56,58.09,63.31269,56.94947,T,1992secg.book.....A,13.0,-999.0,R,a;m;r;s;,GALEX~J041315.0+565658,6372745250497103233,6372745250493956096,63.31256,56.94955,0.97,147.87218,4.19531,0.182,19.512,0.111,20.064,0.216,0,0,99.547,79.609,0.098,1.409,0.574,-0.662,-0.03,-0.411,-0.544,-0.589,-0.671,0.383,0.197,0.135,0.112,0.11,0.12,0.132,-0.568,0.111,3.5,2.181,1.805,-84.814,0.172,6.703,0.983,1.471,0.212,4.039,2.854,1.823,1.506,1.449,1.232,1.2,1.262,0.584,0.273,0.23,0.253,0.232,0.266,1.244,0.216,4.577,1.646,1.511,-24.312,0.082,6.748,0.636,2,-99,,6372745250530657566,-999.0,-999.0,-999.0,-999.0,-99,0.386,0.032
147.8+04.1,M~2-2,4,13,15.0,,56,56,58.09,63.31269,56.94947,T,1992secg.book.....A,13.0,-999.0,R,a;m;r;s;,GALEX~J041315.0+565658,6372745250530657566,6372745250527510528,63.31249,56.94949,0.97,147.87219,4.19524,0.112,19.406,0.124,20.189,0.24,0,0,76.406,59.938,0.109,1.525,0.613,-0.755,-0.198,-0.544,-0.645,-0.646,-0.701,0.502,0.258,0.144,0.12,0.123,0.139,0.155,-0.674,0.124,3.5,2.368,1.802,67.61,0.239,11.686,0.982,1.47,0.238,3.169,2.49,1.588,1.439,1.44,1.357,1.421,0.732,0.521,0.266,0.251,0.266,0.284,0.34,1.369,0.24,3.529,1.542,1.397,80.652,0.095,8.783,0.983,1,2,6372745250530657566+6372745250497103233,6372745250530657566,20.126,19.459,0.062,0.053,0,0.393,0.001
148.4+57.0,NGC~3587,11,14,47.7,,55,1,8.51,168.6989,55.01903,T,1992secg.book.....A,208.0,202.0,R,m;p;r;s;,GALEX~J111447.9+550110,3235521872004123984,3235521872003072000,168.69957,55.01971,0.013,148.48796,57.0498,0.002,11.962,0.001,-888.0,-999.0,256,-999,-999.0,716.25,0.001,-3.24,-4.045,-8.128,-5.006,-5.667,-5.939,-6.075,-6.216,0.011,0.007,0.004,0.002,0.002,0.002,0.002,-8.118,0.001,3.5,31.477,28.563,-72.576,0.093,8.608,0.049,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,2,-99,,6374152626454398800,-999.0,-999.0,-999.0,-999.0,-99,2.812,0.172
148.4+57.0,NGC~3587,11,14,47.7,,55,1,8.51,168.6989,55.01903,T,1992secg.book.....A,208.0,202.0,R,m;p;r;s;,GALEX~J111447.8+550111,6374152626454398800,6374152626451251200,168.69942,55.01979,0.013,148.48799,57.04968,0.272,11.995,0.003,12.117,0.005,0,0,83.047,79.344,0.003,-2.973,-3.862,-8.085,-4.874,-5.594,-5.909,-6.06,-6.205,0.055,0.026,0.015,0.01,0.008,0.008,0.007,-8.085,0.003,3.5,29.141,27.308,-61.905,0.063,8.847,0.049,-6.706,1.805842907136E13,-3.051,-3.894,-4.789,-5.292,-5.431,-5.497,-5.57,0.037,0.025,0.014,0.01,0.009,0.009,0.009,-6.703,0.005,3.5,24.563,23.739,-73.211,0.034,6.228,0.932,1,4,6374152626454398800+3235521872004123984+3235521872037677506+3152521938248663041,6374152626454398800,12.18,11.972,0.063,0.013,0,2.926,0.215
148.4+57.0,NGC~3587,11,14,47.7,,55,1,8.51,168.6989,55.01903,T,1992secg.book.....A,208.0,202.0,R,m;p;r;s;,GALEX~J111447.9+550112,3235521872037677506,3235521872036626432,168.69961,55.02001,0.013,148.48756,57.04959,0.013,11.965,0.001,-888.0,-999.0,0,-999,-999.0,504.438,0.001,-2.2,-3.152,-8.12,-4.361,-5.393,-5.909,-6.08,-6.221,0.028,0.013,0.007,0.004,0.003,0.003,0.002,-8.115,0.001,3.5,30.403,28.452,-69.847,0.064,14.28,0.042,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,3,-99,,6374152626454398800,-999.0,-999.0,-999.0,-999.0,-99,3.81,0.416
148.4+57.0,NGC~3587,11,14,47.7,,55,1,8.51,168.6989,55.01903,T,1992secg.book.....A,208.0,202.0,R,m;p;r;s;,GALEX~J111447.9+550112,3152521938248663041,3152521938245517312,168.69971,55.02019,0.013,148.48726,57.04949,0.56,11.968,0.001,12.243,0.002,0,0,701.75,1198.25,3.134224072704E12,-2.312,-3.137,-8.118,-4.21,-5.043,-5.546,-5.848,-6.082,0.018,0.011,0.006,0.003,0.003,0.002,0.002,-8.112,0.001,3.5,31.049,28.668,-79.066,0.077,13.28,0.03,-6.586,1.5125046099968E13,-1.365,-2.225,-3.257,-4.077,-4.542,-4.742,-4.895,0.036,0.02,0.011,0.007,0.005,0.005,0.005,-6.577,0.002,3.5,30.941,29.246,-39.111,0.055,15.494,0.033,4,-99,,6374152626454398800,-999.0,-999.0,-999.0,-999.0,-99,4.504,0.402
149.1+08.7,Kn~34,4,45,18.65,,59,9,24.6,71.32771,59.15683,T,2010PASA...27..156J,60.0,57.0,R,a;r;s;,GALEX~J044518.4+590924,6372780495063747233,6372780495062695936,71.327,59.15685,0.819,149.17534,8.7931,0.572,21.484,0.357,-999.0,-999.0,0,0,105.438,89.422,0.238,3.5,2.649,1.143,2.165,1.502,1.517,1.284,1.764,0.981,0.526,0.454,0.331,0.443,0.475,0.94,1.404,0.357,3.5,2.407,1.012,-37.685,0.579,9.344,0.973,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6372780495063747233,6372780495063747233,-999.0,21.484,-999.0,0.357,1,1.305,-0.115
149.1+08.7,Kn~34,4,45,18.65,,59,9,24.6,71.32771,59.15683,T,2010PASA...27..156J,60.0,57.0,R,a;r;s;,GALEX~J044518.0+590924,6372780493956448611,6372780493955399680,71.32536,59.15687,0.819,149.17477,8.79246,0.522,22.004,0.476,-999.0,-999.0,1,0,63.086,85.0,0.265,99.0,4.537,1.405,2.385,1.903,1.855,2.888,99.0,99.0,2.852,0.562,0.453,0.587,1.966,99.0,1.924,0.476,3.5,1.952,0.861,43.965,0.559,5.224,0.753,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6372780493956448611,6372780493956448611,-999.0,22.004,-999.0,0.476,2,4.336,-0.052
150.9-10.1,Bode~1,3,31,12.0,,43,54,15.48,52.8,43.9043,P,DFrew,120.0,100.0,B,,GALEX~J033112.0+435415,6373026706180017761,6373026706176868352,52.80009,43.9043,0.351,150.95609,-10.10404,0.481,14.46,0.01,14.97,0.019,1,0,93.391,73.547,0.009,-3.141,-3.926,-5.687,-4.774,-5.275,-5.468,-5.545,-5.584,0.047,0.028,0.016,0.012,0.01,0.01,0.01,-5.62,0.01,3.5,4.766,4.309,71.07,0.096,6.7,0.888,-3.886,0.019,-2.217,-2.967,-3.554,-3.785,-3.833,-3.855,-3.869,0.062,0.035,0.023,0.02,0.019,0.019,0.019,-3.85,0.019,3.5,2.255,2.127,-34.055,0.057,3.184,0.998,2,-99,,6373026706146463761,-999.0,-999.0,-999.0,-999.0,-99,0.244,0.093
150.9-10.1,Bode~1,3,31,12.0,,43,54,15.48,52.8,43.9043,P,DFrew,120.0,100.0,B,,GALEX~J033112.0+435415,6373026706146463761,6373026706143313920,52.80017,43.90432,0.351,150.95612,-10.10399,0.479,16.461,0.023,17.633,0.056,0,0,101.125,78.984,0.023,-1.657,-2.407,-3.645,-3.162,-3.49,-3.573,-3.613,-3.639,0.085,0.052,0.031,0.025,0.024,0.023,0.024,-3.619,0.023,3.5,2.51,2.448,-28.677,0.024,3.97,0.995,-1.187,0.056,0.302,-0.319,-0.918,-1.144,-1.181,-1.192,-1.22,0.147,0.101,0.067,0.057,0.056,0.058,0.06,-1.187,0.056,3.5,1.867,1.794,-7.43,0.039,3.223,0.984,1,2,6373026706146463761+6373026706180017761,6373026706146463761,16.302,15.461,1.331,1.0,0,0.444,-0.017
151.0-00.4,Ou~1,4,7,21.58,,51,24,22.4,61.83992,51.40622,L,2012RMxAA..48..223A,95.0,75.0,I,,GALEX~J040721.5+512423,6372885976172202323,6372885976171151360,61.83969,51.40642,4.28,151.00883,-0.45686,0.411,19.523,0.155,-888.0,-999.0,0,-999,-999.0,59.656,0.119,1.208,0.602,-0.558,-0.104,-0.429,-0.52,-0.526,-0.654,0.327,0.241,0.151,0.129,0.137,0.162,0.177,-0.557,0.155,4.575,2.185,1.62,-84.608,0.259,8.953,0.98,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6372885976172202323,6372885976172202323,-999.0,19.523,-999.0,0.155,0,0.89,-0.009
152.0-09.5,StDr~138,3,37,55.76,+,43,44,15.71,54.48233,43.7377,L,FrenchAmateurs,720.0,570.0,E,a;m;s;,GALEX~J033755.8+434415,6373026696516337903,6373026696513191936,54.48249,43.73757,0.34,152.05057,-9.52256,0.565,17.92,0.051,17.371,0.072,1,0,43.953,67.703,0.05,0.116,-0.669,-2.153,-1.578,-1.944,-2.095,-2.162,-2.179,0.217,0.125,0.069,0.055,0.051,0.052,0.056,-2.16,0.051,3.5,2.53,2.114,41.565,0.164,5.803,0.999,-1.417,0.072,0.664,-0.109,-0.861,-1.265,-1.412,-1.444,-1.436,0.277,0.165,0.105,0.079,0.073,0.074,0.077,-1.449,0.072,3.5,2.415,1.908,53.712,0.21,6.141,0.983,2,-99,,6373026696482783525,-999.0,-999.0,-999.0,-999.0,-99,0.629,0.05
